ID,"[[x,y,angle,distNext,distTotal]]"
11,"[[850,690,348,10,0],[848,681,344,11,10],[845,671,342,10,20],[842,662,344,11,30],[839,652,344,11,40],[836,642,342,10,51],[833,633,344,11,60],[830,623,342,10,70],[827,614,337,10,80],[823,605,344,11,90],[820,595,337,10,100],[816,586,342,10,110],[813,577,339,11,120],[809,567,337,10,130],[805,558,331,11,140],[800,549,337,10,150],[796,540,337,10,160],[792,531,331,11,170],[787,522,328,10,180],[782,514,331,11,190],[777,505,331,11,200],[772,496,328,10,210],[767,488,331,11,220],[762,479,324,10,230],[756,471,324,10,240],[750,463,324,10,250],[744,455,324,10,260],[738,447,324,10,270],[732,439,324,10,280],[726,431,315,10,290],[719,424,319,11,300],[712,416,315,10,311],[705,409,315,10,321],[698,402,315,10,331],[691,395,315,10,340],[684,388,307,10,350],[676,382,315,10,360],[669,375,307,10,370],[661,369,307,10,380],[653,363,307,10,390],[645,357,307,10,400],[637,351,304,11,410],[628,345,303,10,421],[620,340,307,10,431],[612,334,300,11,441],[603,329,303,10,451],[595,324,300,11,460],[586,319,307,10,471],[578,313,300,11,481],[569,308,300,11,491],[560,303,303,10,501],[552,298,294,10,511],[543,294,300,11,520],[534,289,303,10,531],[526,284,300,11,540],[517,279,300,11,550],[508,274,300,11,561],[499,269,303,10,571],[491,264,300,11,580],[482,259,303,10,591],[474,254,300,11,600],[465,249,304,11,610],[456,243,303,10,621],[448,238,303,10,631],[440,233,304,11,640],[431,227,307,10,651],[423,221,303,10,661],[415,216,307,10,670],[407,210,307,10,680],[399,204,307,10,690],[391,198,307,10,700],[383,192,312,11,710],[375,185,307,10,721],[367,179,315,10,731],[360,172,307,10,741],[352,166,315,10,751],[345,159,315,10,761],[338,152,315,10,771],[331,145,315,10,781],[324,138,319,11,791],[317,130,315,10,801],[310,123,315,10,811],[303,116,324,10,821],[297,108,324,10,831],[291,100,319,11,841],[284,92,320,10,852],[278,85,324,10,861],[272,77,324,10,871],[266,69,327,11,881],[260,60,328,10,892],[255,52,324,10,901],[249,44,324,10,911],[243,36,331,11,921],[238,27,328,10,931],[233,19,331,11,941],[228,10,327,11,951],[222,1,328,10,962],[217,-7,337,10,971],[213,-16,331,11,981],[208,-25,331,11,991],[203,-34,328,10,1002],[198,-42,337,10,1011],[194,-51,331,11,1021],[189,-60,337,10,1031],[185,-69,337,10,1041],]"
12,"[[950,690,328,10,0],[945,682,324,10,10],[939,674,324,10,20],[933,666,328,10,30],[928,658,327,11,39],[922,649,324,10,50],[916,641,324,10,60],[910,633,328,10,70],[905,625,324,10,80],[899,617,324,10,90],[893,609,324,10,100],[887,601,327,11,110],[881,592,324,10,120],[875,584,324,10,130],[869,576,324,10,140],[863,568,324,10,150],[857,560,324,10,160],[851,552,320,10,170],[845,545,324,10,180],[839,537,324,10,190],[833,529,319,11,200],[826,521,324,10,210],[820,513,324,10,220],[814,505,320,10,230],[808,498,319,11,240],[801,490,324,10,250],[795,482,315,10,260],[788,475,324,10,270],[782,467,319,11,280],[775,459,320,10,291],[769,452,319,11,300],[762,444,315,10,311],[755,437,324,10,320],[749,429,315,10,330],[742,422,315,10,340],[735,415,319,11,350],[728,407,315,10,361],[721,400,315,10,371],[714,393,315,10,381],[707,386,315,10,391],[700,379,315,10,400],[693,372,315,10,410],[686,365,315,10,420],[679,358,312,11,430],[671,351,315,10,441],[664,344,311,10,451],[657,338,312,11,460],[649,331,315,10,471],[642,324,307,10,480],[634,318,312,11,490],[626,311,311,10,501],[619,305,307,10,510],[611,299,312,11,520],[603,292,307,10,531],[595,286,311,10,541],[588,280,307,10,550],[580,274,307,10,560],[572,268,307,10,570],[564,262,307,10,580],[556,256,307,10,590],[548,250,307,10,600],[540,244,304,11,610],[531,238,307,10,621],[523,232,307,10,631],[515,226,303,10,641],[507,221,307,10,650],[499,215,304,11,660],[490,209,303,10,671],[482,204,307,10,681],[474,198,307,10,691],[466,192,303,10,701],[458,187,304,11,710],[449,181,307,10,721],[441,175,303,10,731],[433,170,307,10,740],[425,164,304,11,750],[416,158,307,10,761],[408,152,303,10,771],[400,147,307,10,781],[392,141,307,10,791],[384,135,304,11,801],[375,129,303,10,811],[367,124,307,10,821],[359,118,307,10,831],[351,112,307,10,841],[343,106,307,10,851],[335,100,307,10,861],[327,94,307,10,871],[319,88,307,10,881],[311,82,307,10,891],[303,76,307,10,901],[295,70,312,11,911],[287,63,311,10,921],[280,57,307,10,931],[272,51,307,10,941],[264,45,312,11,951],[256,38,307,10,961],[248,32,311,10,971],[241,26,312,11,981],[233,19,307,10,991],[225,13,315,10,1001],[218,6,307,10,1011],[210,0,315,10,1021],[203,-7,307,10,1031],[195,-13,315,10,1041],[188,-20,312,11,1051],[180,-27,311,10,1061],[173,-33,312,11,1071],[165,-40,315,10,1081],[158,-47,307,10,1091],[150,-53,315,10,1101],[143,-60,315,10,1111],[136,-67,315,10,1121],]"
13,"[[50,690,0,9,0],[50,681,355,11,9],[49,671,355,11,20],[48,661,355,11,30],[47,651,355,11,40],[46,641,355,11,50],[45,631,355,11,60],[44,621,355,11,70],[43,611,355,11,80],[42,601,355,11,90],[41,591,355,11,100],[40,581,355,11,110],[39,571,355,11,120],[38,561,355,11,130],[37,551,355,11,140],[36,541,355,11,150],[35,531,355,11,160],[34,521,355,11,170],[33,511,355,11,180],[32,501,355,11,190],[31,491,349,11,200],[29,481,355,11,211],[28,471,354,10,221],[27,462,355,11,230],[26,452,349,11,240],[24,442,355,11,250],[23,432,355,11,260],[22,422,349,11,270],[20,412,355,11,280],[19,402,349,11,290],[17,392,355,11,301],[16,382,349,11,311],[14,372,348,10,321],[12,363,355,11,330],[11,353,349,11,340],[9,343,349,11,350],[7,333,344,11,360],[4,323,348,10,371],[2,314,349,11,380],[0,304,344,11,390],[-3,294,342,10,401],[-6,285,344,11,410],[-9,275,342,10,421],[-12,266,344,11,430],[-15,256,337,10,441],[-19,247,337,10,450],[-23,238,331,11,460],[-28,229,337,10,471],[-32,220,331,11,480],[-37,211,328,10,491],[-42,203,331,11,500],[-47,194,324,10,510],[-53,186,331,11,520],[-58,177,324,10,531],[-64,169,331,11,541],[-69,160,331,11,551],]"
14,"[[150,690,348,10,0],[148,681,349,11,10],[146,671,349,11,20],[144,661,349,11,30],[142,651,348,10,40],[140,642,344,11,50],[137,632,349,11,60],[135,622,349,11,70],[133,612,348,10,80],[131,603,349,11,90],[129,593,349,11,100],[127,583,349,11,110],[125,573,342,10,120],[122,564,349,11,130],[120,554,349,11,140],[118,544,349,11,150],[116,534,349,11,160],[114,524,348,10,170],[112,515,344,11,180],[109,505,349,11,190],[107,495,349,11,200],[105,485,348,10,211],[103,476,349,11,220],[101,466,344,11,230],[98,456,349,11,240],[96,446,348,10,251],[94,437,344,11,260],[91,427,349,11,270],[89,417,348,10,280],[87,408,344,11,290],[84,398,349,11,300],[82,388,344,11,310],[79,378,342,10,321],[76,369,349,11,330],[74,359,342,10,340],[71,350,344,11,350],[68,340,344,11,360],[65,330,342,10,371],[62,321,344,11,380],[59,311,342,10,391],[56,302,344,11,400],[53,292,342,10,411],[50,283,337,10,420],[46,274,344,11,430],[43,264,337,10,440],[39,255,337,10,450],[35,246,337,10,460],[31,237,339,11,470],[27,227,328,10,481],[22,219,337,10,490],[18,210,331,11,500],[13,201,331,11,510],[8,192,328,10,521],[3,184,327,11,530],[-3,175,324,10,541],[-9,167,324,10,551],[-15,159,324,10,561],[-21,151,315,10,571],[-28,144,320,10,581],[-34,137,319,11,590],[-41,129,307,10,601],[-49,123,312,11,611],[-57,116,311,10,621],[-64,110,311,10,630],]"
15,"[[250,690,334,9,0],[246,682,331,11,9],[241,673,331,11,20],[236,664,328,10,30],[231,656,331,11,39],[226,647,331,11,50],[221,638,331,11,60],[216,629,328,10,70],[211,621,337,10,80],[207,612,331,11,90],[202,603,331,11,100],[197,594,331,11,110],[192,585,334,9,121],[188,577,331,11,129],[183,568,331,11,140],[178,559,337,10,150],[174,550,331,11,160],[169,541,331,11,170],[164,532,334,9,181],[160,524,331,11,189],[155,515,331,11,200],[150,506,337,10,210],[146,497,331,11,220],[141,488,331,11,230],[136,479,337,10,240],[132,470,331,11,250],[127,461,334,9,261],[123,453,331,11,270],[118,444,331,11,280],[113,435,337,10,290],[109,426,331,11,300],[104,417,331,11,310],[99,408,334,9,321],[95,400,331,11,330],[90,391,331,11,340],[85,382,331,11,350],[80,373,331,11,360],[75,364,328,10,371],[70,356,331,11,380],[65,347,331,11,390],[60,338,328,10,401],[55,330,331,11,410],[50,321,328,10,420],[45,313,331,11,430],[40,304,324,10,440],[34,296,328,10,450],[29,288,327,11,460],[23,279,324,10,470],[17,271,324,10,480],[11,263,324,10,490],[5,255,324,10,500],[-1,247,324,10,510],[-7,239,315,10,520],[-14,232,324,10,530],[-20,224,315,10,540],[-27,217,315,10,550],[-34,210,315,10,560],[-41,203,312,11,570],[-49,196,311,10,581],[-56,190,312,11,590],[-64,183,312,11,601],]"
16,"[[350,690,334,9,0],[346,682,331,11,9],[341,673,331,11,20],[336,664,337,10,30],[332,655,331,11,40],[327,646,328,10,50],[322,638,331,11,60],[317,629,331,11,70],[312,620,331,11,80],[307,611,334,9,91],[303,603,331,11,99],[298,594,331,11,110],[293,585,328,10,120],[288,577,331,11,129],[283,568,327,11,140],[277,559,328,10,151],[272,551,331,11,160],[267,542,328,10,170],[262,534,331,11,180],[257,525,328,10,190],[252,517,327,11,199],[246,508,328,10,210],[241,500,327,11,220],[235,491,328,10,231],[230,483,324,10,240],[224,475,331,11,250],[219,466,324,10,260],[213,458,324,10,270],[207,450,328,10,280],[202,442,327,11,290],[196,433,324,10,301],[190,425,324,10,311],[184,417,320,10,321],[178,410,319,11,330],[171,402,324,10,340],[165,394,324,10,350],[159,386,315,10,360],[152,379,324,10,370],[146,371,315,10,380],[139,364,315,10,390],[132,357,315,10,400],[125,350,315,10,410],[118,343,312,11,420],[110,336,315,10,431],[103,329,307,10,440],[95,323,312,11,450],[87,316,307,10,461],[79,310,307,10,471],[71,304,303,10,481],[63,299,307,10,490],[55,293,300,11,500],[46,288,303,10,511],[38,283,300,11,520],[29,278,294,10,530],[20,274,300,11,540],[11,269,294,10,551],[2,265,300,11,560],[-7,260,294,10,571],[-16,256,294,10,581],[-25,252,294,10,590],[-34,248,292,11,600],[-44,244,294,10,611],[-53,240,294,10,621],[-62,236,294,10,631],]"
17,"[[450,690,337,10,0],[446,681,337,10,10],[442,672,337,10,20],[438,663,337,10,30],[434,654,337,10,40],[430,645,331,11,50],[425,636,337,10,60],[421,627,337,10,70],[417,618,337,10,80],[413,609,331,11,90],[408,600,337,10,100],[404,591,331,11,110],[399,582,337,10,120],[395,573,331,11,130],[390,564,337,10,140],[386,555,331,11,150],[381,546,331,11,160],[376,537,334,9,171],[372,529,331,11,180],[367,520,331,11,190],[362,511,331,11,200],[357,502,328,10,210],[352,494,331,11,220],[347,485,328,10,230],[342,477,331,11,240],[337,468,327,11,250],[331,459,328,10,261],[326,451,328,10,270],[321,443,327,11,280],[315,434,324,10,290],[309,426,328,10,300],[304,418,324,10,310],[298,410,324,10,320],[292,402,324,10,330],[286,394,324,10,340],[280,386,319,11,350],[273,378,324,10,360],[267,370,315,10,370],[260,363,324,10,380],[254,355,315,10,390],[247,348,315,10,400],[240,341,315,10,410],[233,334,312,11,420],[225,327,311,10,431],[218,321,312,11,440],[210,314,307,10,451],[202,308,307,10,461],[194,302,307,10,471],[186,296,303,10,481],[178,291,300,11,490],[169,286,300,11,500],[160,281,300,11,511],[151,276,294,10,521],[142,272,294,10,531],[133,268,289,10,541],[124,265,292,11,550],[114,261,289,10,561],[105,258,282,11,570],[95,256,287,11,581],[85,253,283,10,591],[76,251,282,11,600],[66,249,276,11,610],[56,248,282,11,620],[46,246,276,11,631],[36,245,276,11,641],[26,244,270,10,651],[16,244,276,11,661],[6,243,270,10,671],[-4,243,270,10,681],[-14,243,270,10,691],[-24,243,270,10,701],[-34,243,270,10,711],[-44,243,270,10,721],[-54,243,264,11,731],[-64,244,264,11,741],]"
18,"[[550,690,334,9,0],[546,682,331,11,9],[541,673,324,10,20],[535,665,331,11,30],[530,656,331,11,40],[525,647,328,10,50],[520,639,324,10,60],[514,631,331,11,70],[509,622,324,10,80],[503,614,324,10,90],[497,606,324,10,100],[491,598,324,10,110],[485,590,324,10,120],[479,582,324,10,130],[473,574,315,10,140],[466,567,324,10,150],[460,559,315,10,160],[453,552,319,11,170],[446,544,315,10,180],[439,537,315,10,190],[432,530,315,10,200],[425,523,315,10,210],[418,516,312,11,220],[410,509,311,10,231],[403,503,312,11,240],[395,496,307,10,251],[387,490,307,10,261],[379,484,307,10,271],[371,478,303,10,281],[363,473,307,10,290],[355,467,300,11,300],[346,462,307,10,310],[338,456,300,11,320],[329,451,294,10,331],[320,447,303,10,340],[312,442,300,11,350],[303,437,294,10,360],[294,433,292,11,370],[284,429,294,10,381],[275,425,294,10,391],[266,421,294,10,400],[257,417,287,11,410],[247,414,294,10,421],[238,410,289,10,431],[229,407,287,11,440],[219,404,289,10,451],[210,401,287,11,460],[200,398,289,10,470],[191,395,287,11,480],[181,392,287,11,490],[171,389,283,10,501],[162,387,287,11,510],[152,384,282,11,521],[142,382,289,10,531],[133,379,282,11,540],[123,377,282,11,550],[113,375,287,11,561],[103,372,283,10,571],[94,370,282,11,580],[84,368,282,11,590],[74,366,287,11,601],[64,363,283,10,611],[55,361,282,11,620],[45,359,282,11,631],[35,357,282,11,641],[25,355,282,11,651],[15,353,289,10,661],[6,350,282,11,671],[-4,348,282,11,681],[-14,346,282,11,691],[-24,344,289,10,701],[-33,341,282,11,711],[-43,339,282,11,721],[-53,337,289,10,731],[-62,334,289,10,741],]"
19,"[[650,690,328,10,0],[645,682,324,10,10],[639,674,328,10,20],[634,666,327,11,29],[628,657,324,10,40],[622,649,324,10,50],[616,641,328,10,60],[611,633,324,10,70],[605,625,324,10,80],[599,617,324,10,90],[593,609,324,10,100],[587,601,319,11,110],[580,593,324,10,120],[574,585,324,10,130],[568,577,320,10,140],[562,570,319,11,149],[555,562,324,10,160],[549,554,315,10,170],[542,547,319,11,180],[535,539,320,10,191],[529,532,315,10,200],[522,525,319,11,210],[515,517,315,10,220],[508,510,315,10,230],[501,503,315,10,240],[494,496,312,11,250],[486,489,311,10,261],[479,483,312,11,270],[471,476,311,10,281],[464,470,307,10,290],[456,464,307,10,300],[448,458,307,10,310],[440,452,307,10,320],[432,446,304,11,330],[423,440,303,10,341],[415,435,300,11,350],[406,430,300,11,360],[397,425,303,10,371],[389,420,294,10,380],[380,416,292,11,390],[370,412,294,10,401],[361,408,294,10,411],[352,404,287,11,420],[342,401,289,10,431],[333,398,287,11,440],[323,395,283,10,451],[314,393,287,11,460],[304,390,282,11,470],[294,388,282,11,481],[284,386,276,11,491],[274,385,283,10,501],[265,383,276,11,510],[255,382,276,11,520],[245,381,276,11,530],[235,380,270,10,540],[225,380,276,11,550],[215,379,276,11,560],[205,378,270,10,570],[195,378,270,10,580],[185,378,270,10,590],[175,378,270,10,600],[165,378,270,10,610],[155,378,270,10,620],[145,378,270,10,630],[135,378,270,10,640],[125,378,270,10,650],[115,378,270,10,660],[105,378,270,10,670],[95,378,270,10,680],[85,378,270,10,690],[75,378,270,10,700],[65,378,264,11,710],[55,379,270,10,720],[45,379,270,10,730],[35,379,270,10,740],[25,379,270,10,750],[15,379,270,10,760],[5,379,276,11,770],[-5,378,270,10,780],[-15,378,270,10,790],[-25,378,270,10,800],[-35,378,276,11,810],[-45,377,270,10,820],[-55,377,270,10,830],[-65,377,270,10,840],]"
20,"[[750,690,328,10,0],[745,682,324,10,10],[739,674,328,10,20],[734,666,324,10,29],[728,658,324,10,39],[722,650,324,10,49],[716,642,324,10,59],[710,634,319,11,69],[703,626,324,10,80],[697,618,324,10,90],[691,610,315,10,100],[684,603,324,10,110],[678,595,315,10,120],[671,588,315,10,130],[664,581,319,11,140],[657,573,315,10,150],[650,566,315,10,160],[643,559,307,10,170],[635,553,315,10,180],[628,546,307,10,190],[620,540,312,11,200],[612,533,311,10,211],[605,527,307,10,220],[597,521,304,11,230],[588,515,303,10,241],[580,510,307,10,250],[572,504,300,11,260],[563,499,300,11,270],[554,494,303,10,281],[546,489,294,10,290],[537,485,300,11,300],[528,480,294,10,310],[519,476,292,11,320],[509,472,289,10,331],[500,469,294,10,340],[491,465,287,11,350],[481,462,289,10,361],[472,459,287,11,370],[462,456,282,11,381],[452,454,289,10,391],[443,451,282,11,400],[433,449,282,11,411],[423,447,276,11,421],[413,446,282,11,431],[403,444,283,10,441],[394,442,276,11,450],[384,441,276,11,460],[374,440,276,11,470],[364,439,276,11,480],[354,438,270,10,490],[344,438,276,11,500],[334,437,276,11,510],[324,436,270,10,520],[314,436,270,10,530],[304,436,276,11,540],[294,435,270,10,551],[284,435,270,10,561],[274,435,270,10,571],[264,435,270,10,581],[254,435,270,10,591],[244,435,270,10,601],[234,435,270,10,611],[224,435,264,11,621],[214,436,270,10,631],[204,436,270,10,641],[194,436,270,10,651],[184,436,270,10,661],[174,436,264,11,671],[164,437,270,10,681],[154,437,270,10,691],[144,437,270,10,701],[134,437,264,11,711],[124,438,270,10,721],[114,438,270,10,731],[104,438,270,10,741],[94,438,270,10,751],[84,438,270,10,761],[74,438,264,11,771],[64,439,270,10,781],[54,439,270,10,791],[44,439,270,10,801],[34,439,270,10,811],[24,439,276,11,821],[14,438,270,10,831],[4,438,270,10,841],[-6,438,270,10,851],[-16,438,270,10,861],[-26,438,276,11,871],[-36,437,270,10,881],[-46,437,270,10,891],[-56,437,276,11,901],[-66,436,276,11,911],]"
21,"[[850,690,303,10,0],[842,685,307,10,10],[834,679,307,10,20],[826,673,307,10,30],[818,667,307,10,40],[810,661,303,10,50],[802,656,304,11,59],[793,650,307,10,70],[785,644,303,10,80],[777,639,304,11,90],[768,633,303,10,100],[760,628,307,10,110],[752,622,300,11,120],[743,617,303,10,130],[735,612,300,11,140],[726,607,307,10,150],[718,601,300,11,160],[709,596,300,11,170],[700,591,303,10,180],[692,586,294,10,190],[683,582,300,11,200],[674,577,300,11,210],[665,572,300,11,220],[656,567,294,10,231],[647,563,300,11,241],[638,558,294,10,251],[629,554,294,10,261],[620,550,294,10,270],[611,546,294,10,280],[602,542,294,10,290],[593,538,294,10,300],[584,534,292,11,310],[574,530,289,10,321],[565,527,294,10,330],[556,523,287,11,340],[546,520,289,10,350],[537,517,287,11,360],[527,514,289,10,370],[518,511,287,11,380],[508,508,287,11,390],[498,505,283,10,401],[489,503,287,11,410],[479,500,282,11,420],[469,498,282,11,431],[459,496,283,10,441],[450,494,282,11,450],[440,492,282,11,460],[430,490,282,11,470],[420,488,276,11,481],[410,487,276,11,491],[400,486,282,11,501],[390,484,277,10,511],[381,483,276,11,520],[371,482,276,11,530],[361,481,276,11,540],[351,480,276,11,550],[341,479,270,10,560],[331,479,276,11,570],[321,478,276,11,580],[311,477,270,10,590],[301,477,270,10,600],[291,477,276,11,610],[281,476,270,10,620],[271,476,270,10,630],[261,476,270,10,640],[251,476,270,10,650],[241,476,270,10,660],[231,476,270,10,670],[221,476,270,10,680],[211,476,270,10,690],[201,476,270,10,700],[191,476,264,11,710],[181,477,270,10,720],[171,477,270,10,730],[161,477,264,11,740],[151,478,270,10,750],[141,478,270,10,760],[131,478,264,11,770],[121,479,270,10,780],[111,479,270,10,790],[101,479,264,11,800],[91,480,270,10,811],[81,480,264,11,821],[71,481,270,10,831],[61,481,264,11,841],[51,482,270,10,851],[41,482,264,11,861],[31,483,270,10,871],[21,483,264,11,881],[11,484,270,10,891],[1,484,264,11,901],[-9,485,270,10,911],[-19,485,270,10,921],[-29,485,264,11,931],[-39,486,270,10,941],[-49,486,264,11,951],[-59,487,270,10,961],[-69,487,270,10,971],]"
22,"[[950,690,303,10,0],[942,685,303,10,10],[934,680,304,11,19],[925,674,303,10,30],[917,669,300,11,40],[908,664,307,10,50],[900,658,300,11,60],[891,653,303,10,70],[883,648,300,11,80],[874,643,303,10,90],[866,638,304,11,99],[857,632,300,11,110],[848,627,303,10,120],[840,622,294,10,130],[831,618,300,11,140],[822,613,300,11,150],[813,608,303,10,160],[805,603,300,11,170],[796,598,294,10,180],[787,594,300,11,190],[778,589,294,10,200],[769,585,300,11,210],[760,580,294,10,220],[751,576,300,11,230],[742,571,294,10,241],[733,567,294,10,250],[724,563,294,10,260],[715,559,294,10,270],[706,555,294,10,280],[697,551,292,11,290],[687,547,294,10,301],[678,543,294,10,310],[669,539,294,10,320],[660,535,287,11,330],[650,532,294,10,341],[641,528,289,10,350],[632,525,292,11,360],[622,521,289,10,371],[613,518,287,11,380],[603,515,289,10,391],[594,512,287,11,400],[584,509,289,10,410],[575,506,287,11,420],[565,503,287,11,430],[555,500,283,10,441],[546,498,287,11,450],[536,495,282,11,461],[526,493,289,10,471],[517,490,282,11,480],[507,488,282,11,490],[497,486,282,11,501],[487,484,282,11,511],[477,482,283,10,521],[468,480,276,11,530],[458,479,282,11,540],[448,477,276,11,550],[438,476,276,11,561],[428,475,282,11,571],[418,473,276,11,581],[408,472,270,10,591],[398,472,276,11,601],[388,471,276,11,611],[378,470,276,11,621],[368,469,270,10,631],[358,469,270,10,641],[348,469,270,10,651],[338,469,276,11,661],[328,468,270,10,671],[318,468,264,11,681],[308,469,270,10,691],[298,469,270,10,701],[288,469,264,11,711],[278,470,270,10,721],[268,470,264,11,731],[258,471,264,11,741],[248,472,264,11,751],[238,473,264,11,761],[228,474,264,11,771],[218,475,264,11,781],[208,476,264,11,791],[198,477,263,10,801],[189,478,258,11,811],[179,480,264,11,821],[169,481,258,11,831],[159,483,258,11,841],[149,485,264,11,851],[139,486,258,11,861],[129,488,258,11,871],[119,490,257,10,882],[110,492,258,11,891],[100,494,258,11,901],[90,496,258,11,911],[80,498,258,11,921],[70,500,257,10,932],[61,502,258,11,941],[51,504,258,11,951],[41,506,258,11,961],[31,508,251,10,971],[22,511,258,11,981],[12,513,258,11,991],[2,515,253,11,1001],[-8,518,257,10,1012],[-17,520,258,11,1021],[-27,522,258,11,1031],[-37,524,253,11,1041],[-47,527,257,10,1052],[-56,529,258,11,1061],[-66,531,258,11,1071],]"
23,"[[50,690,36,10,0],[56,682,36,10,10],[62,674,36,10,20],[68,666,36,10,30],[74,658,32,10,40],[79,650,33,11,50],[85,641,36,10,61],[91,633,36,10,71],[97,625,36,10,81],[103,617,32,10,91],[108,609,36,10,100],[114,601,36,10,110],[120,593,36,10,120],[126,585,33,11,130],[132,576,36,10,141],[138,568,36,10,151],[144,560,36,10,161],[150,552,36,10,171],[156,544,36,10,181],[162,536,36,10,191],[168,528,36,10,201],[174,520,40,10,211],[180,513,36,10,220],[186,505,41,11,230],[193,497,36,10,241],[199,489,36,10,251],[205,481,45,10,261],[212,474,36,10,271],[218,466,36,10,281],[224,458,45,10,291],[231,451,41,11,301],[238,443,40,10,311],[244,436,41,11,320],[251,428,45,10,331],[258,421,45,10,341],[265,414,45,10,351],[272,407,45,10,361],[279,400,45,10,371],[286,393,45,10,381],[293,386,45,10,391],[300,379,48,11,400],[308,372,49,10,411],[315,366,48,11,420],[323,359,53,10,431],[331,353,53,10,441],[339,347,53,10,451],[347,341,53,10,461],[355,335,53,10,471],[363,329,57,10,481],[371,324,56,11,490],[380,318,60,11,501],[389,313,57,10,511],[397,308,66,10,521],[406,304,60,11,531],[415,299,66,10,541],[424,295,66,10,551],[433,291,73,11,561],[443,288,66,10,571],[452,284,73,11,581],[462,281,77,10,591],[471,279,73,11,601],[481,276,78,11,611],[491,274,78,11,621],[501,272,78,11,632],[511,270,83,10,642],[520,269,84,11,651],[530,268,84,11,661],[540,267,90,10,671],[550,267,90,10,681],[560,267,90,10,691],[570,267,90,10,701],[580,267,90,10,711],[590,267,96,11,721],[600,268,96,11,731],[610,269,96,11,741],[620,270,102,11,751],[630,272,102,11,761],[640,274,96,11,771],[650,275,102,11,781],[660,277,109,10,792],[669,280,102,11,801],[679,282,102,11,811],[689,284,109,10,822],[698,287,107,11,831],[708,290,107,11,841],[718,293,109,10,852],[727,296,107,11,861],[737,299,109,10,872],[746,302,112,11,881],[756,306,109,10,892],[765,309,114,10,902],[774,313,112,11,911],[784,317,109,10,922],[793,320,114,10,932],[802,324,114,10,942],[811,328,114,10,951],[820,332,120,11,961],[829,337,112,11,972],[839,341,114,10,982],[848,345,114,10,992],[857,349,120,11,1002],[866,354,117,9,1012],[874,358,120,11,1021],[883,363,114,10,1032],[892,367,120,11,1041],[901,372,120,11,1052],[910,377,120,11,1062],[919,382,114,10,1072],[928,386,123,10,1082],[936,391,120,11,1092],[945,396,120,11,1102],[954,401,123,10,1112],[962,406,120,11,1122],[971,411,120,11,1132],[980,416,123,10,1142],[988,421,120,11,1152],[997,426,127,10,1162],[1005,432,120,11,1172],[1014,437,120,11,1182],[1023,442,123,10,1192],[1031,447,124,11,1202],[1040,453,123,10,1213],[1048,458,123,10,1222],[1056,463,124,11,1232],[1065,469,123,10,1242],[1073,474,124,11,1252],[1082,480,123,10,1263],[1090,485,127,10,1272],[1098,491,120,11,1282],[1107,496,127,10,1292],[1115,502,123,10,1302],[1123,507,124,11,1312],[1132,513,123,10,1323],[1140,518,127,10,1332],[1148,524,124,11,1342],[1157,530,123,10,1353],[1165,535,127,10,1362],[1173,541,124,89,1372],[1247,590,124,89,1461],]"
